master_commit	relay_start	relay_end
2019-08-30 12:44:00.241492	2019-08-30 12:44:00.260916	2019-08-30 12:44:00.260964
2019-08-30 12:44:01.340077	2019-08-30 12:44:01.359199	2019-08-30 12:44:01.359249
2019-08-30 12:44:02.479662	2019-08-30 12:44:02.498611	2019-08-30 12:44:02.49864
2019-08-30 12:44:03.560711	2019-08-30 12:44:03.579981	2019-08-30 12:44:03.580051
2019-08-30 12:44:04.6529	2019-08-30 12:44:04.672151	2019-08-30 12:44:04.672185
2019-08-30 12:44:05.784054	2019-08-30 12:44:05.804026	2019-08-30 12:44:05.804068
2019-08-30 12:44:06.859159	2019-08-30 12:44:06.878257	2019-08-30 12:44:06.878304
2019-08-30 12:44:07.940845	2019-08-30 12:44:07.962219	2019-08-30 12:44:07.962233
2019-08-30 12:44:09.0498	2019-08-30 12:44:09.068887	2019-08-30 12:44:09.068915
2019-08-30 12:44:10.140445	2019-08-30 12:44:10.159654	2019-08-30 12:44:10.159699
2019-08-30 12:44:11.235241	2019-08-30 12:44:11.254207	2019-08-30 12:44:11.254257
2019-08-30 12:44:12.362661	2019-08-30 12:44:12.381503	2019-08-30 12:44:12.381537
2019-08-30 12:44:13.441457	2019-08-30 12:44:13.46111	2019-08-30 12:44:13.461153
2019-08-30 12:44:14.53555	2019-08-30 12:44:14.554799	2019-08-30 12:44:14.55483
2019-08-30 12:44:15.628061	2019-08-30 12:44:15.649465	2019-08-30 12:44:15.649503
2019-08-30 12:44:16.739279	2019-08-30 12:44:16.759085	2019-08-30 12:44:16.759127
2019-08-30 12:44:17.821481	2019-08-30 12:44:17.84061	2019-08-30 12:44:17.84064
2019-08-30 12:44:18.939701	2019-08-30 12:44:18.958871	2019-08-30 12:44:18.95891
2019-08-30 12:44:20.101617	2019-08-30 12:44:20.120728	2019-08-30 12:44:20.120782
2019-08-30 12:44:21.179556	2019-08-30 12:44:21.19862	2019-08-30 12:44:21.198651
2019-08-30 12:44:22.287817	2019-08-30 12:44:22.306664	2019-08-30 12:44:22.306699
2019-08-30 12:44:23.400901	2019-08-30 12:44:23.420991	2019-08-30 12:44:23.421013
2019-08-30 12:44:24.490251	2019-08-30 12:44:24.509283	2019-08-30 12:44:24.509298
2019-08-30 12:44:25.547105	2019-08-30 12:44:25.566327	2019-08-30 12:44:25.566369
2019-08-30 12:44:26.658604	2019-08-30 12:44:26.677785	2019-08-30 12:44:26.677832
2019-08-30 12:44:27.755005	2019-08-30 12:44:27.774614	2019-08-30 12:44:27.774648
2019-08-30 12:44:28.830326	2019-08-30 12:44:28.849552	2019-08-30 12:44:28.849594
2019-08-30 12:44:29.923714	2019-08-30 12:44:29.943272	2019-08-30 12:44:29.943297
2019-08-30 12:44:30.990254	2019-08-30 12:44:31.009518	2019-08-30 12:44:31.009586
2019-08-30 12:44:32.067389	2019-08-30 12:44:32.086306	2019-08-30 12:44:32.08633
2019-08-30 12:44:33.176685	2019-08-30 12:44:33.195631	2019-08-30 12:44:33.195678
2019-08-30 12:44:34.231266	2019-08-30 12:44:34.250245	2019-08-30 12:44:34.250278
2019-08-30 12:44:35.343531	2019-08-30 12:44:35.364687	2019-08-30 12:44:35.364728
2019-08-30 12:44:36.412295	2019-08-30 12:44:36.431751	2019-08-30 12:44:36.431792
2019-08-30 12:44:37.503364	2019-08-30 12:44:37.524071	2019-08-30 12:44:37.524085
2019-08-30 12:44:38.580425	2019-08-30 12:44:38.599304	2019-08-30 12:44:38.59933
2019-08-30 12:44:39.702792	2019-08-30 12:44:39.721359	2019-08-30 12:44:39.721407
2019-08-30 12:44:40.764287	2019-08-30 12:44:40.783374	2019-08-30 12:44:40.783411
2019-08-30 12:44:41.867118	2019-08-30 12:44:41.88774	2019-08-30 12:44:41.887754
2019-08-30 12:44:43.017982	2019-08-30 12:44:43.03698	2019-08-30 12:44:43.037019
2019-08-30 12:44:44.069525	2019-08-30 12:44:44.08899	2019-08-30 12:44:44.089032
2019-08-30 12:44:45.187752	2019-08-30 12:44:45.206851	2019-08-30 12:44:45.206865
2019-08-30 12:44:46.245346	2019-08-30 12:44:46.26468	2019-08-30 12:44:46.264707
2019-08-30 12:44:47.344648	2019-08-30 12:44:47.365068	2019-08-30 12:44:47.365121
2019-08-30 12:44:48.446275	2019-08-30 12:44:48.466094	2019-08-30 12:44:48.466168
2019-08-30 12:44:49.512076	2019-08-30 12:44:49.533686	2019-08-30 12:44:49.5337
2019-08-30 12:44:50.607142	2019-08-30 12:44:50.626278	2019-08-30 12:44:50.626352
2019-08-30 12:44:51.711224	2019-08-30 12:44:51.730426	2019-08-30 12:44:51.73047
2019-08-30 12:44:52.779477	2019-08-30 12:44:52.798321	2019-08-30 12:44:52.798357
2019-08-30 12:44:53.8745	2019-08-30 12:44:53.893299	2019-08-30 12:44:53.89333
2019-08-30 12:44:54.969228	2019-08-30 12:44:54.987449	2019-08-30 12:44:54.987471
2019-08-30 12:44:56.062313	2019-08-30 12:44:56.083382	2019-08-30 12:44:56.083421
2019-08-30 12:44:57.145663	2019-08-30 12:44:57.164538	2019-08-30 12:44:57.164568
2019-08-30 12:44:58.242489	2019-08-30 12:44:58.262017	2019-08-30 12:44:58.262031
2019-08-30 12:44:59.321283	2019-08-30 12:44:59.340433	2019-08-30 12:44:59.34046
2019-08-30 12:45:00.393903	2019-08-30 12:45:00.414188	2019-08-30 12:45:00.41426
2019-08-30 12:45:01.495661	2019-08-30 12:45:01.515495	2019-08-30 12:45:01.515516
2019-08-30 12:45:02.573422	2019-08-30 12:45:02.592166	2019-08-30 12:45:02.592213
2019-08-30 12:45:03.656814	2019-08-30 12:45:03.6758	2019-08-30 12:45:03.675829
2019-08-30 12:45:04.735948	2019-08-30 12:45:04.756857	2019-08-30 12:45:04.756877
2019-08-30 12:45:05.817065	2019-08-30 12:45:05.837507	2019-08-30 12:45:05.837522
2019-08-30 12:45:06.987893	2019-08-30 12:45:07.006841	2019-08-30 12:45:07.006873
2019-08-30 12:45:08.068011	2019-08-30 12:45:08.086568	2019-08-30 12:45:08.0866
2019-08-30 12:45:09.152819	2019-08-30 12:45:09.171835	2019-08-30 12:45:09.171874
2019-08-30 12:45:10.249925	2019-08-30 12:45:10.269544	2019-08-30 12:45:10.269568
2019-08-30 12:45:11.337238	2019-08-30 12:45:11.356185	2019-08-30 12:45:11.356212
2019-08-30 12:45:12.422381	2019-08-30 12:45:12.441254	2019-08-30 12:45:12.441311
2019-08-30 12:45:13.497024	2019-08-30 12:45:13.516066	2019-08-30 12:45:13.516581
2019-08-30 12:45:14.584722	2019-08-30 12:45:14.605088	2019-08-30 12:45:14.605102
2019-08-30 12:45:15.648603	2019-08-30 12:45:15.667859	2019-08-30 12:45:15.667874
2019-08-30 12:45:16.748541	2019-08-30 12:45:16.768963	2019-08-30 12:45:16.769009
2019-08-30 12:45:17.838634	2019-08-30 12:45:17.857854	2019-08-30 12:45:17.857916
2019-08-30 12:45:18.93118	2019-08-30 12:45:18.949988	2019-08-30 12:45:18.950002
2019-08-30 12:45:19.988702	2019-08-30 12:45:20.007991	2019-08-30 12:45:20.008032
2019-08-30 12:45:21.115096	2019-08-30 12:45:21.135943	2019-08-30 12:45:21.135957
2019-08-30 12:45:22.176727	2019-08-30 12:45:22.195301	2019-08-30 12:45:22.195352
2019-08-30 12:45:23.229597	2019-08-30 12:45:23.250226	2019-08-30 12:45:23.250255
2019-08-30 12:45:24.331869	2019-08-30 12:45:24.350807	2019-08-30 12:45:24.350843
2019-08-30 12:45:25.423591	2019-08-30 12:45:25.443682	2019-08-30 12:45:25.443702
2019-08-30 12:45:26.516847	2019-08-30 12:45:26.535715	2019-08-30 12:45:26.53573
2019-08-30 12:45:27.567963	2019-08-30 12:45:27.587018	2019-08-30 12:45:27.587049
2019-08-30 12:45:28.676076	2019-08-30 12:45:28.696374	2019-08-30 12:45:28.696396
2019-08-30 12:45:29.768101	2019-08-30 12:45:29.787847	2019-08-30 12:45:29.787866
2019-08-30 12:45:30.826976	2019-08-30 12:45:30.847606	2019-08-30 12:45:30.847621
2019-08-30 12:45:31.920004	2019-08-30 12:45:31.93901	2019-08-30 12:45:31.939028
2019-08-30 12:45:33.022437	2019-08-30 12:45:33.042133	2019-08-30 12:45:33.042167
2019-08-30 12:45:34.116648	2019-08-30 12:45:34.137191	2019-08-30 12:45:34.137214
2019-08-30 12:45:35.218666	2019-08-30 12:45:35.238288	2019-08-30 12:45:35.238306
2019-08-30 12:45:36.318953	2019-08-30 12:45:36.338129	2019-08-30 12:45:36.338163
2019-08-30 12:45:37.371776	2019-08-30 12:45:37.39105	2019-08-30 12:45:37.391065
2019-08-30 12:45:38.500588	2019-08-30 12:45:38.520486	2019-08-30 12:45:38.5205
2019-08-30 12:45:39.578258	2019-08-30 12:45:39.597451	2019-08-30 12:45:39.597483
2019-08-30 12:45:40.65918	2019-08-30 12:45:40.677904	2019-08-30 12:45:40.677945
2019-08-30 12:45:41.724855	2019-08-30 12:45:41.74367	2019-08-30 12:45:41.743698
2019-08-30 12:45:42.758701	2019-08-30 12:45:42.778083	2019-08-30 12:45:42.778097
2019-08-30 12:45:43.927666	2019-08-30 12:45:43.946491	2019-08-30 12:45:43.946505
2019-08-30 12:45:45.003873	2019-08-30 12:45:45.023193	2019-08-30 12:45:45.023226
2019-08-30 12:45:46.108769	2019-08-30 12:45:46.127768	2019-08-30 12:45:46.127787
2019-08-30 12:45:47.213006	2019-08-30 12:45:47.234452	2019-08-30 12:45:47.234466
2019-08-30 12:45:48.304158	2019-08-30 12:45:48.323054	2019-08-30 12:45:48.323075
2019-08-30 12:45:49.425469	2019-08-30 12:45:49.444705	2019-08-30 12:45:49.44473
2019-08-30 12:45:50.513662	2019-08-30 12:45:50.534997	2019-08-30 12:45:50.535011
2019-08-30 12:45:51.576368	2019-08-30 12:45:51.59631	2019-08-30 12:45:51.596324
2019-08-30 12:45:52.68662	2019-08-30 12:45:52.706805	2019-08-30 12:45:52.706822
2019-08-30 12:45:53.777096	2019-08-30 12:45:53.795954	2019-08-30 12:45:53.796499
2019-08-30 12:45:54.863057	2019-08-30 12:45:54.882722	2019-08-30 12:45:54.882751
2019-08-30 12:45:55.927045	2019-08-30 12:45:55.945773	2019-08-30 12:45:55.945797
2019-08-30 12:45:57.00078	2019-08-30 12:45:57.020657	2019-08-30 12:45:57.020671
2019-08-30 12:45:58.080979	2019-08-30 12:45:58.099913	2019-08-30 12:45:58.099957
2019-08-30 12:45:59.151079	2019-08-30 12:45:59.170375	2019-08-30 12:45:59.170444
2019-08-30 12:46:00.2509	2019-08-30 12:46:00.270064	2019-08-30 12:46:00.270086
2019-08-30 12:46:01.348932	2019-08-30 12:46:01.36821	2019-08-30 12:46:01.374573
2019-08-30 12:46:02.435043	2019-08-30 12:46:02.45458	2019-08-30 12:46:02.454595
2019-08-30 12:46:03.522188	2019-08-30 12:46:03.541849	2019-08-30 12:46:03.541879
2019-08-30 12:46:04.583404	2019-08-30 12:46:04.604405	2019-08-30 12:46:04.604428
2019-08-30 12:46:05.655735	2019-08-30 12:46:05.676195	2019-08-30 12:46:05.676212
2019-08-30 12:46:06.736191	2019-08-30 12:46:06.75645	2019-08-30 12:46:06.756464
2019-08-30 12:46:07.812678	2019-08-30 12:46:07.832718	2019-08-30 12:46:07.832732
2019-08-30 12:46:08.893957	2019-08-30 12:46:08.912698	2019-08-30 12:46:08.91272
2019-08-30 12:46:09.958563	2019-08-30 12:46:09.978517	2019-08-30 12:46:09.978531
2019-08-30 12:46:11.055413	2019-08-30 12:46:11.074951	2019-08-30 12:46:11.074965
2019-08-30 12:46:12.162886	2019-08-30 12:46:12.182779	2019-08-30 12:46:12.1828
2019-08-30 12:46:13.25436	2019-08-30 12:46:13.273187	2019-08-30 12:46:13.273274
2019-08-30 12:46:14.337696	2019-08-30 12:46:14.356939	2019-08-30 12:46:14.356969
2019-08-30 12:46:15.427938	2019-08-30 12:46:15.446603	2019-08-30 12:46:15.446631
2019-08-30 12:46:16.491674	2019-08-30 12:46:16.511124	2019-08-30 12:46:16.511148
2019-08-30 12:46:17.616803	2019-08-30 12:46:17.637401	2019-08-30 12:46:17.637415
2019-08-30 12:46:18.697399	2019-08-30 12:46:18.717716	2019-08-30 12:46:18.717742
